Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
662,Saint Lucia,2012,Teachers at lower secondary level,605
662,Saint Lucia,2012,Teachers with minimum required qualifications at lower secondary level,65.5
662,Saint Lucia,2012,Teachers at upper secondary level,422
662,Saint Lucia,2012,Teachers with minimum required qualifications at upper secondary level,64.5
662,Saint Lucia,2015,Teachers at primary level,"1,088"
662,Saint Lucia,2015,Teachers at lower secondary level,693
662,Saint Lucia,2015,Teachers at upper secondary level,433
662,Saint Lucia,2022,Teachers at primary level,"1,081"
662,Saint Lucia,2022,Teachers with minimum required qualifications at primary level,81.4
662,Saint Lucia,2022,Teachers at lower secondary level,652
662,Saint Lucia,2022,Teachers with minimum required qualifications at lower secondary level,72.7
662,Saint Lucia,2022,Teachers at upper secondary level,421
662,Saint Lucia,2022,Teachers with minimum required qualifications at upper secondary level,72.7
670,Saint Vincent & Grenadines,2004,Teachers at primary level,"1,018"
670,Saint Vincent & Grenadines,2004,Teachers with minimum required qualifications at primary level,72.2
670,Saint Vincent & Grenadines,2004,Teachers at lower secondary level,420
670,Saint Vincent & Grenadines,2004,Teachers with minimum required qualifications at lower secondary level,53.8
670,Saint Vincent & Grenadines,2004,Teachers at upper secondary level,155
670,Saint Vincent & Grenadines,2004,Teachers with minimum required qualifications at upper secondary level,54.2
670,Saint Vincent & Grenadines,2010,Teachers at primary level,887
670,Saint Vincent & Grenadines,2010,Teachers with minimum required qualifications at primary level,84.1
670,Saint Vincent & Grenadines,2010,Teachers at lower secondary level,423
670,Saint Vincent & Grenadines,2010,Teachers with minimum required qualifications at lower secondary level,64.3
670,Saint Vincent & Grenadines,2010,Teachers at upper secondary level,257
670,Saint Vincent & Grenadines,2010,Teachers with minimum required qualifications at upper secondary level,60.7
670,Saint Vincent & Grenadines,2015,Teachers at primary level,897
670,Saint Vincent & Grenadines,2015,Teachers with minimum required qualifications at primary level,84.3
670,Saint Vincent & Grenadines,2022,Teachers at primary level,972
670,Saint Vincent & Grenadines,2022,Teachers with minimum required qualifications at primary level,79.0
882,Samoa,2002,Teachers at primary level,"1,121"
882,Samoa,2002,Teachers at lower secondary level,325
882,Samoa,2002,Teachers at upper secondary level,749
882,Samoa,2005,Teachers at upper secondary level,799
882,Samoa,2009,Teachers at primary level,936
882,Samoa,2009,Teachers at lower secondary level,360
882,Samoa,2009,Teachers at upper secondary level,846
882,Samoa,2009,Teachers with minimum required qualifications at upper secondary level,71.9
882,Samoa,2010,Teachers at primary level,"1,021"
882,Samoa,2010,Teachers at lower secondary level,412
882,Samoa,2010,Teachers at upper secondary level,799
882,Samoa,2014,Teachers at upper secondary level,984
882,Samoa,2014,Teachers with minimum required qualifications at upper secondary level,100.0
882,Samoa,2015,Teachers at upper secondary level,976
882,Samoa,2020,Teachers at upper secondary level,"1,029"
882,Samoa,2020,Teachers with minimum required qualifications at upper secondary level,54.7
882,Samoa,2022,Teachers at primary level,"1,459"
882,Samoa,2022,Teachers at upper secondary level,"1,032"
674,San Marino,2004,Teachers at primary level,228
674,San Marino,2004,Teachers at lower secondary level,125
674,San Marino,2010,Teachers at primary level,244
674,San Marino,2010,Teachers at lower secondary level,161
674,San Marino,2015,Teachers at primary level,233
674,San Marino,2015,Teachers at lower secondary level,155
674,San Marino,2022,Teachers at primary level,243
674,San Marino,2022,Teachers with minimum required qualifications at primary level,34.2
674,San Marino,2022,Teachers at lower secondary level,158
674,San Marino,2022,Teachers with minimum required qualifications at lower secondary level,0.6
674,San Marino,2022,Teachers at upper secondary level,129
674,San Marino,2022,Teachers with minimum required qualifications at upper secondary level,8.5
678,Sao Tome and Principe,2004,Teachers at primary level,929
678,Sao Tome and Principe,2004,Teachers at lower secondary level,195
678,Sao Tome and Principe,2005,Teachers at primary level,990
678,Sao Tome and Principe,2010,Teachers at primary level,668
678,Sao Tome and Principe,2010,Teachers with minimum required qualifications at primary level,49.4
678,Sao Tome and Principe,2011,Teachers at primary level,"1,183"
678,Sao Tome and Principe,2011,Teachers at lower secondary level,516
678,Sao Tome and Principe,2011,Teachers with minimum required qualifications at lower secondary level,37.6
678,Sao Tome and Principe,2011,Teachers at upper secondary level,85
678,Sao Tome and Principe,2011,Teachers with minimum required qualifications at upper secondary level,87.1
678,Sao Tome and Principe,2012,Teachers at primary level,"1,183"
678,Sao Tome and Principe,2012,Teachers with minimum required qualifications at primary level,32.8
678,Sao Tome and Principe,2012,Teachers at lower secondary level,522
678,Sao Tome and Principe,2012,Teachers with minimum required qualifications at lower secondary level,34.5
678,Sao Tome and Principe,2015,Teachers at primary level,917
678,Sao Tome and Principe,2015,Teachers with minimum required qualifications at primary level,34.4
678,Sao Tome and Principe,2016,Teachers at primary level,"1,132"
678,Sao Tome and Principe,2016,Teachers with minimum required qualifications at primary level,31.1
678,Sao Tome and Principe,2016,Teachers at lower secondary level,648
678,Sao Tome and Principe,2016,Teachers with minimum required qualifications at lower secondary level,20.2
678,Sao Tome and Principe,2016,Teachers at upper secondary level,288
678,Sao Tome and Principe,2017,Teachers at primary level,"1,193"
678,Sao Tome and Principe,2017,Teachers with minimum required qualifications at primary level,27.4
678,Sao Tome and Principe,2017,Teachers at lower secondary level,856
682,Saudi Arabia,2005,Teachers at primary level,"273,288"
682,Saudi Arabia,2005,Teachers at lower secondary level,"133,011"
682,Saudi Arabia,2005,Teachers at upper secondary level,"101,347"
682,Saudi Arabia,2007,Teachers at primary level,"282,697"
682,Saudi Arabia,2007,Teachers with minimum required qualifications at primary level,91.5
682,Saudi Arabia,2009,Teachers at primary level,"284,750"
682,Saudi Arabia,2009,Teachers at lower secondary level,"145,198"
682,Saudi Arabia,2009,Teachers at upper secondary level,"118,943"
682,Saudi Arabia,2010,Teachers at primary level,"297,737"
682,Saudi Arabia,2015,Teachers at primary level,"320,731"
682,Saudi Arabia,2015,Teachers with minimum required qualifications at primary level,100.0
682,Saudi Arabia,2015,Teachers at lower secondary level,"159,260"
682,Saudi Arabia,2015,Teachers with minimum required qualifications at lower secondary level,100.0
682,Saudi Arabia,2015,Teachers at upper secondary level,"164,260"
682,Saudi Arabia,2015,Teachers with minimum required qualifications at upper secondary level,100.0
682,Saudi Arabia,2022,Teachers at primary level,"234,751"
682,Saudi Arabia,2022,Teachers with minimum required qualifications at primary level,100.0
682,Saudi Arabia,2022,Teachers at lower secondary level,"120,371"
682,Saudi Arabia,2022,Teachers with minimum required qualifications at lower secondary level,100.0
682,Saudi Arabia,2022,Teachers at upper secondary level,"116,735"
682,Saudi Arabia,2022,Teachers with minimum required qualifications at upper secondary level,100.0
686,Senegal,2004,Teachers at primary level,"32,005"
686,Senegal,2004,Teachers with minimum required qualifications at primary level,50.8
686,Senegal,2004,Teachers at lower secondary level,"10,357"
686,Senegal,2004,Teachers at upper secondary level,"3,297"
686,Senegal,2005,Teachers at primary level,"34,656"
686,Senegal,2005,Teachers with minimum required qualifications at primary level,45.7
686,Senegal,2008,Teachers at primary level,"44,416"
686,Senegal,2008,Teachers with minimum required qualifications at primary level,46.2
686,Senegal,2008,Teachers at lower secondary level,"12,979"
686,Senegal,2010,Teachers at primary level,"50,369"
686,Senegal,2010,Teachers with minimum required qualifications at primary level,47.9
686,Senegal,2015,Teachers at primary level,"61,620"
686,Senegal,2015,Teachers with minimum required qualifications at primary level,68.3
686,Senegal,2022,Teachers at primary level,"72,281"
686,Senegal,2022,Teachers with minimum required qualifications at primary level,71.8
686,Senegal,2022,Teachers at lower secondary level,"24,827"
686,Senegal,2022,Teachers with minimum required qualifications at lower secondary level,75.0
686,Senegal,2022,Teachers at upper secondary level,"29,915"
686,Senegal,2022,Teachers with minimum required qualifications at upper secondary level,71.1
688,Serbia,2005,Teachers at upper secondary level,"26,776"
688,Serbia,2007,Teachers at primary level,"17,477"
688,Serbia,2007,Teachers with minimum required qualifications at primary level,100.0
688,Serbia,2007,Teachers at lower secondary level,"29,524"
688,Serbia,2007,Teachers with minimum required qualifications at lower secondary level,100.0
688,Serbia,2007,Teachers at upper secondary level,"27,365"
688,Serbia,2007,Teachers with minimum required qualifications at upper secondary level,100.0
688,Serbia,2009,Teachers at primary level,"17,449"
688,Serbia,2009,Teachers with minimum required qualifications at primary level,94.2
688,Serbia,2009,Teachers at lower secondary level,"31,691"
688,Serbia,2009,Teachers with minimum required qualifications at lower secondary level,92.7
688,Serbia,2009,Teachers at upper secondary level,"28,511"
688,Serbia,2010,Teachers at primary level,"17,314"
688,Serbia,2010,Teachers at lower secondary level,"32,467"
688,Serbia,2010,Teachers at upper secondary level,"29,074"
688,Serbia,2011,Teachers at primary level,"18,648"
688,Serbia,2011,Teachers with minimum required qualifications at primary level,70.4
688,Serbia,2011,Teachers at lower secondary level,"31,952"
688,Serbia,2011,Teachers with minimum required qualifications at lower secondary level,53.1
688,Serbia,2011,Teachers at upper secondary level,"29,750"
688,Serbia,2012,Teachers at primary level,"18,511"
688,Serbia,2012,Teachers with minimum required qualifications at primary level,55.7
688,Serbia,2012,Teachers at lower secondary level,"32,553"
688,Serbia,2012,Teachers at upper secondary level,"29,821"
688,Serbia,2015,Teachers at primary level,"18,318"
688,Serbia,2015,Teachers at lower secondary level,"34,754"
688,Serbia,2015,Teachers at upper secondary level,"30,740"
688,Serbia,2022,Teachers at primary level,"18,616"
688,Serbia,2022,Teachers at lower secondary level,"36,003"
688,Serbia,2022,Teachers at upper secondary level,"31,319"
690,Seychelles,2003,Teachers at primary level,675
690,Seychelles,2003,Teachers with minimum required qualifications at primary level,77.9
690,Seychelles,2005,Teachers at primary level,671
690,Seychelles,2010,Teachers at primary level,691
690,Seychelles,2010,Teachers with minimum required qualifications at primary level,85.2
690,Seychelles,2015,Teachers at primary level,654
690,Seychelles,2015,Teachers with minimum required qualifications at primary level,83.6
690,Seychelles,2022,Teachers at primary level,609
690,Seychelles,2022,Teachers with minimum required qualifications at primary level,61.2
694,Sierra Leone,2001,Teachers at primary level,"14,875"
694,Sierra Leone,2001,Teachers at lower secondary level,"3,732"
694,Sierra Leone,2001,Teachers at upper secondary level,"2,108"
694,Sierra Leone,2015,Teachers at primary level,"40,303"
694,Sierra Leone,2015,Teachers with minimum required qualifications at primary level,53.8
694,Sierra Leone,2015,Teachers at lower secondary level,"14,368"
694,Sierra Leone,2015,Teachers with minimum required qualifications at lower secondary level,68.7
694,Sierra Leone,2015,Teachers at upper secondary level,"7,506"
694,Sierra Leone,2015,Teachers with minimum required qualifications at upper secondary level,73.5
694,Sierra Leone,2019,Teachers at primary level,"47,738"
694,Sierra Leone,2019,Teachers with minimum required qualifications at primary level,63.6
694,Sierra Leone,2019,Teachers at lower secondary level,"19,888"
694,Sierra Leone,2019,Teachers with minimum required qualifications at lower secondary level,72.0
694,Sierra Leone,2019,Teachers at upper secondary level,"9,841"
694,Sierra Leone,2019,Teachers with minimum required qualifications at upper secondary level,75.1
694,Sierra Leone,2021,Teachers at primary level,"43,747"
694,Sierra Leone,2021,Teachers with minimum required qualifications at primary level,73.1
694,Sierra Leone,2021,Teachers at lower secondary level,"19,986"
694,Sierra Leone,2021,Teachers with minimum required qualifications at lower secondary level,81.4
702,Singapore,2009,Teachers at primary level,"16,171"
702,Singapore,2009,Teachers with minimum required qualifications at primary level,98.6
702,Singapore,2015,Teachers at primary level,"14,914"
702,Singapore,2021,Teachers at primary level,"16,925"
702,Singapore,2021,Teachers with minimum required qualifications at primary level,98.0
534,Sint Maarten (Dutch part),2012,Teachers at primary level,318
703,Slovakia,2005,Teachers at primary level,"13,849"
703,Slovakia,2005,Teachers at lower secondary level,"26,872"
703,Slovakia,2005,Teachers at upper secondary level,"23,654"
703,Slovakia,2010,Teachers at primary level,"13,938"
703,Slovakia,2010,Teachers at lower secondary level,"23,519"
703,Slovakia,2010,Teachers at upper secondary level,"22,170"
703,Slovakia,2014,Teachers at primary level,"14,030"
703,Slovakia,2014,Teachers with minimum required qualifications at primary level,95.9
703,Slovakia,2014,Teachers at lower secondary level,"23,527"
703,Slovakia,2014,Teachers with minimum required qualifications at lower secondary level,96.4
703,Slovakia,2014,Teachers at upper secondary level,"18,312"
703,Slovakia,2014,Teachers with minimum required qualifications at upper secondary level,95.2
703,Slovakia,2015,Teachers at primary level,"14,182"
703,Slovakia,2015,Teachers at lower secondary level,"23,105"
703,Slovakia,2015,Teachers at upper secondary level,"17,607"
703,Slovakia,2022,Teachers at primary level,"18,690"
703,Slovakia,2022,Teachers with minimum required qualifications at primary level,97.6
703,Slovakia,2022,Teachers at lower secondary level,"21,031"
703,Slovakia,2022,Teachers with minimum required qualifications at lower secondary level,97.6
703,Slovakia,2022,Teachers at upper secondary level,"16,288"
703,Slovakia,2022,Teachers with minimum required qualifications at upper secondary level,98.5
705,Slovenia,2005,Teachers at primary level,"6,156"
705,Slovenia,2005,Teachers at lower secondary level,"7,867"
705,Slovenia,2005,Teachers at upper secondary level,"8,306"
705,Slovenia,2010,Teachers at primary level,"6,281"
705,Slovenia,2010,Teachers at lower secondary level,"7,662"
705,Slovenia,2010,Teachers at upper secondary level,"7,589"
705,Slovenia,2015,Teachers at primary level,"6,836"
705,Slovenia,2015,Teachers at lower secondary level,"7,239"
705,Slovenia,2015,Teachers at upper secondary level,"6,797"
705,Slovenia,2016,Teachers at primary level,"8,663"
705,Slovenia,2016,Teachers at lower secondary level,"9,060"
705,Slovenia,2016,Teachers at upper secondary level,"6,291"
705,Slovenia,2022,Teachers at upper secondary level,"6,299"
90,Solomon Islands,2010,Teachers at primary level,"4,789"
90,Solomon Islands,2010,Teachers with minimum required qualifications at primary level,58.0
90,Solomon Islands,2010,Teachers at lower secondary level,780
90,Solomon Islands,2010,Teachers with minimum required qualifications at lower secondary level,70.8
90,Solomon Islands,2010,Teachers at upper secondary level,635
90,Solomon Islands,2010,Teachers with minimum required qualifications at upper secondary level,70.9
90,Solomon Islands,2015,Teachers at primary level,"4,051"
90,Solomon Islands,2015,Teachers with minimum required qualifications at primary level,59.2
90,Solomon Islands,2015,Teachers at lower secondary level,"1,713"
90,Solomon Islands,2015,Teachers with minimum required qualifications at lower secondary level,80.3
90,Solomon Islands,2015,Teachers at upper secondary level,489
90,Solomon Islands,2015,Teachers with minimum required qualifications at upper secondary level,63.0
90,Solomon Islands,2019,Teachers at primary level,"4,348"
90,Solomon Islands,2019,Teachers with minimum required qualifications at primary level,82.4
90,Solomon Islands,2019,Teachers at lower secondary level,"1,794"
90,Solomon Islands,2019,Teachers with minimum required qualifications at lower secondary level,93.9
706,Somalia,2007,Teachers at primary level,"12,870"
706,Somalia,2007,Teachers at lower secondary level,"2,231"
706,Somalia,2007,Teachers at upper secondary level,"2,273"
706,Somalia,2007,Teachers with minimum required qualifications at upper secondary level,54.2
710,South Africa,2002,Teachers at primary level,"211,600"
710,South Africa,2002,Teachers with minimum required qualifications at primary level,77.9
710,South Africa,2005,Teachers at primary level,"232,999"
710,South Africa,2009,Teachers at primary level,"212,296"
710,South Africa,2015,Teachers at primary level,"249,103"
710,South Africa,2020,Teachers at lower secondary level,"78,846"
710,South Africa,2020,Teachers at upper secondary level,"109,008"
728,South Sudan,2011,Teachers at primary level,"29,073"
728,South Sudan,2011,Teachers with minimum required qualifications at primary level,44.0
728,South Sudan,2011,Teachers at lower secondary level,"1,861"
728,South Sudan,2011,Teachers with minimum required qualifications at lower secondary level,44.3
728,South Sudan,2011,Teachers at upper secondary level,"3,176"
728,South Sudan,2015,Teachers at primary level,"27,248"
728,South Sudan,2015,Teachers at lower secondary level,"2,303"
728,South Sudan,2015,Teachers at upper secondary level,"3,671"
724,Spain,2005,Teachers at primary level,"180,710"
724,Spain,2005,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2005,Teachers at lower secondary level,"160,172"
724,Spain,2005,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2005,Teachers at upper secondary level,"119,858"
724,Spain,2005,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2010,Teachers at primary level,"219,409"
724,Spain,2010,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2010,Teachers at lower secondary level,"188,540"
724,Spain,2010,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2010,Teachers at upper secondary level,"106,235"
724,Spain,2010,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2015,Teachers at primary level,"228,299"
724,Spain,2015,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2015,Teachers at lower secondary level,"132,097"
724,Spain,2015,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2015,Teachers at upper secondary level,"144,390"
724,Spain,2015,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2021,Teachers at primary level,"247,980"
724,Spain,2021,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2021,Teachers at lower secondary level,"160,608"
724,Spain,2021,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2021,Teachers at upper secondary level,"168,518"
724,Spain,2021,Teachers with minimum required qualifications at upper secondary level,100.0
144,Sri Lanka,2005,Teachers at primary level,"73,471"
144,Sri Lanka,2005,Teachers at lower secondary level,"65,956"
144,Sri Lanka,2010,Teachers at primary level,"71,957"
144,Sri Lanka,2010,Teachers with minimum required qualifications at primary level,82.1
144,Sri Lanka,2010,Teachers at lower secondary level,"77,050"
144,Sri Lanka,2012,Teachers at primary level,"71,721"
144,Sri Lanka,2012,Teachers at lower secondary level,"79,845"
144,Sri Lanka,2012,Teachers at upper secondary level,"70,041"
144,Sri Lanka,2015,Teachers at primary level,"76,803"
144,Sri Lanka,2015,Teachers with minimum required qualifications at primary level,86.2
144,Sri Lanka,2015,Teachers at lower secondary level,"78,079"
144,Sri Lanka,2015,Teachers with minimum required qualifications at lower secondary level,86.1
144,Sri Lanka,2021,Teachers at primary level,"71,903"
144,Sri Lanka,2021,Teachers with minimum required qualifications at primary level,87.6
144,Sri Lanka,2021,Teachers at lower secondary level,"77,435"
144,Sri Lanka,2021,Teachers with minimum required qualifications at lower secondary level,82.9
144,Sri Lanka,2021,Teachers at upper secondary level,"78,042"
144,Sri Lanka,2021,Teachers with minimum required qualifications at upper secondary level,77.7
275,State of Palestine,2005,Teachers at primary level,"15,789"
275,State of Palestine,2005,Teachers with minimum required qualifications at primary level,100.0
275,State of Palestine,2005,Teachers at lower secondary level,"20,439"
275,State of Palestine,2005,Teachers at upper secondary level,"4,229"
275,State of Palestine,2005,Teachers with minimum required qualifications at upper secondary level,100.0
275,State of Palestine,2010,Teachers at primary level,"14,491"
275,State of Palestine,2010,Teachers with minimum required qualifications at primary level,100.0
275,State of Palestine,2010,Teachers at lower secondary level,"24,126"
275,State of Palestine,2010,Teachers with minimum required qualifications at lower secondary level,100.0
275,State of Palestine,2010,Teachers at upper secondary level,"7,460"
275,State of Palestine,2010,Teachers with minimum required qualifications at upper secondary level,100.0
275,State of Palestine,2015,Teachers at primary level,"18,759"
275,State of Palestine,2015,Teachers with minimum required qualifications at primary level,100.0
275,State of Palestine,2015,Teachers at lower secondary level,"27,270"
275,State of Palestine,2015,Teachers with minimum required qualifications at lower secondary level,100.0
275,State of Palestine,2015,Teachers at upper secondary level,"8,898"
275,State of Palestine,2015,Teachers with minimum required qualifications at upper secondary level,100.0
275,State of Palestine,2022,Teachers at primary level,"24,178"
275,State of Palestine,2022,Teachers with minimum required qualifications at primary level,100.0
275,State of Palestine,2022,Teachers at lower secondary level,"32,193"
275,State of Palestine,2022,Teachers with minimum required qualifications at lower secondary level,100.0
275,State of Palestine,2022,Teachers at upper secondary level,"17,006"
275,State of Palestine,2022,Teachers with minimum required qualifications at upper secondary level,100.0
729,Sudan,2015,Teachers at upper secondary level,"65,529"
729,Sudan,2015,Teachers with minimum required qualifications at upper secondary level,66.2
729,Sudan,2018,Teachers at upper secondary level,"71,881"
729,Sudan,2018,Teachers with minimum required qualifications at upper secondary level,65.8
736,Sudan [former],2005,Teachers at primary level,"113,094"
736,Sudan [former],2005,Teachers at lower secondary level,"29,622"
736,Sudan [former],2005,Teachers at upper secondary level,"34,060"
736,Sudan [former],2009,Teachers at primary level,"123,633"
736,Sudan [former],2009,Teachers at lower secondary level,"37,712"
736,Sudan [former],2009,Teachers at upper secondary level,"44,953"
740,Suriname,2005,Teachers at primary level,"3,520"
740,Suriname,2005,Teachers at lower secondary level,"1,962"
740,Suriname,2005,Teachers at upper secondary level,"1,334"
740,Suriname,2010,Teachers at primary level,"4,749"
740,Suriname,2010,Teachers with minimum required qualifications at primary level,95.7
740,Suriname,2010,Teachers at lower secondary level,"2,368"
740,Suriname,2010,Teachers with minimum required qualifications at lower secondary level,79.1
740,Suriname,2010,Teachers at upper secondary level,"1,254"
740,Suriname,2010,Teachers with minimum required qualifications at upper secondary level,41.6
740,Suriname,2015,Teachers at primary level,"5,395"
740,Suriname,2015,Teachers with minimum required qualifications at primary level,98.0
740,Suriname,2015,Teachers at lower secondary level,"2,839"
740,Suriname,2015,Teachers with minimum required qualifications at lower secondary level,84.1
740,Suriname,2015,Teachers at upper secondary level,"1,730"
740,Suriname,2015,Teachers with minimum required qualifications at upper secondary level,50.2
740,Suriname,2021,Teachers at primary level,"5,068"
740,Suriname,2021,Teachers with minimum required qualifications at primary level,99.8
740,Suriname,2021,Teachers at lower secondary level,"3,346"
740,Suriname,2021,Teachers with minimum required qualifications at lower secondary level,81.9
740,Suriname,2021,Teachers at upper secondary level,969
752,Sweden,2005,Teachers at primary level,"65,516"
752,Sweden,2005,Teachers at lower secondary level,"38,262"
752,Sweden,2005,Teachers at upper secondary level,"37,863"
752,Sweden,2010,Teachers at primary level,"60,396"
752,Sweden,2010,Teachers at lower secondary level,"35,155"
752,Sweden,2010,Teachers at upper secondary level,"40,150"
752,Sweden,2015,Teachers at primary level,"65,459"
752,Sweden,2015,Teachers at lower secondary level,"29,745"
752,Sweden,2015,Teachers at upper secondary level,"35,825"
752,Sweden,2022,Teachers at primary level,"71,262"
752,Sweden,2022,Teachers at lower secondary level,"38,277"
752,Sweden,2022,Teachers at upper secondary level,"38,684"
756,Switzerland,2014,Teachers at primary level,"47,889"
756,Switzerland,2014,Teachers at lower secondary level,"33,289"
756,Switzerland,2014,Teachers at upper secondary level,"31,114"
756,Switzerland,2018,Teachers at primary level,"51,655"
756,Switzerland,2018,Teachers at lower secondary level,"30,577"
756,Switzerland,2018,Teachers at upper secondary level,"31,969"
756,Switzerland,2022,Teachers at primary level,"55,749"
756,Switzerland,2022,Teachers at lower secondary level,"32,113"
760,Syrian Arab Republic,2002,Teachers at primary level,"114,676"
760,Syrian Arab Republic,2002,Teachers with minimum required qualifications at primary level,88.4
760,Syrian Arab Republic,2004,Teachers at upper secondary level,"37,046"
760,Syrian Arab Republic,2004,Teachers with minimum required qualifications at upper secondary level,85.0
760,Syrian Arab Republic,2010,Teachers at upper secondary level,"69,015"
760,Syrian Arab Republic,2010,Teachers with minimum required qualifications at upper secondary level,84.2
760,Syrian Arab Republic,2013,Teachers at upper secondary level,"48,572"
760,Syrian Arab Republic,2013,Teachers with minimum required qualifications at upper secondary level,91.7
760,Syrian Arab Republic,2023,Teachers at upper secondary level,"53,486"
760,Syrian Arab Republic,2023,Teachers with minimum required qualifications at upper secondary level,44.2
762,Tajikistan,2003,Teachers at primary level,"31,080"
762,Tajikistan,2003,Teachers with minimum required qualifications at primary level,82.0
762,Tajikistan,2003,Teachers at lower secondary level,"36,938"
762,Tajikistan,2003,Teachers with minimum required qualifications at lower secondary level,94.0
762,Tajikistan,2003,Teachers at upper secondary level,"17,755"
762,Tajikistan,2003,Teachers with minimum required qualifications at upper secondary level,94.3
762,Tajikistan,2004,Teachers at primary level,"32,078"
762,Tajikistan,2004,Teachers with minimum required qualifications at primary level,84.1
762,Tajikistan,2005,Teachers at primary level,"32,498"
762,Tajikistan,2010,Teachers at primary level,"27,087"
762,Tajikistan,2010,Teachers with minimum required qualifications at primary level,92.9
762,Tajikistan,2015,Teachers at primary level,"30,649"
762,Tajikistan,2015,Teachers with minimum required qualifications at primary level,100.0
762,Tajikistan,2017,Teachers at primary level,"34,575"
762,Tajikistan,2017,Teachers with minimum required qualifications at primary level,100.0
764,Thailand,2002,Teachers at primary level,"326,272"
764,Thailand,2002,Teachers at lower secondary level,"104,575"
764,Thailand,2002,Teachers at upper secondary level,"68,373"
764,Thailand,2008,Teachers at primary level,"347,959"
764,Thailand,2008,Teachers at lower secondary level,"136,553"
764,Thailand,2008,Teachers at upper secondary level,"86,246"
764,Thailand,2010,Teachers at primary level,"316,552"
764,Thailand,2010,Teachers at lower secondary level,"128,582"
764,Thailand,2015,Teachers at primary level,"300,968"
764,Thailand,2015,Teachers with minimum required qualifications at primary level,100.0
764,Thailand,2015,Teachers at lower secondary level,"129,012"
764,Thailand,2015,Teachers with minimum required qualifications at lower secondary level,100.0
764,Thailand,2015,Teachers at upper secondary level,"110,993"
764,Thailand,2015,Teachers with minimum required qualifications at upper secondary level,100.0
764,Thailand,2023,Teachers at primary level,"320,912"
764,Thailand,2023,Teachers with minimum required qualifications at primary level,100.0
764,Thailand,2023,Teachers at lower secondary level,"115,323"
764,Thailand,2023,Teachers with minimum required qualifications at lower secondary level,100.0
764,Thailand,2023,Teachers at upper secondary level,"111,076"
764,Thailand,2023,Teachers with minimum required qualifications at upper secondary level,100.0
626,Timor-Leste,2003,Teachers at primary level,"3,926"
626,Timor-Leste,2003,Teachers at lower secondary level,"1,121"
626,Timor-Leste,2003,Teachers at upper secondary level,579
626,Timor-Leste,2004,Teachers at primary level,"3,618"
626,Timor-Leste,2010,Teachers at primary level,"7,622"
626,Timor-Leste,2010,Teachers at lower secondary level,"2,343"
626,Timor-Leste,2010,Teachers at upper secondary level,"2,072"
626,Timor-Leste,2011,Teachers at primary level,"7,714"
626,Timor-Leste,2011,Teachers at lower secondary level,"2,501"
626,Timor-Leste,2011,Teachers at upper secondary level,"1,940"
626,Timor-Leste,2015,Teachers at upper secondary level,"2,087"
626,Timor-Leste,2020,Teachers at primary level,"7,899"
626,Timor-Leste,2020,Teachers at lower secondary level,"3,471"
626,Timor-Leste,2020,Teachers at upper secondary level,"2,711"
768,Togo,2005,Teachers at primary level,"29,668"
768,Togo,2010,Teachers at primary level,"31,712"
768,Togo,2010,Teachers with minimum required qualifications at primary level,76.7
768,Togo,2011,Teachers at primary level,"31,743"
768,Togo,2011,Teachers with minimum required qualifications at primary level,70.8
768,Togo,2011,Teachers at lower secondary level,"11,778"
768,Togo,2011,Teachers at upper secondary level,"9,020"
768,Togo,2015,Teachers at primary level,"33,891"
768,Togo,2015,Teachers with minimum required qualifications at primary level,73.3
768,Togo,2021,Teachers at primary level,"42,250"
768,Togo,2021,Teachers with minimum required qualifications at primary level,75.8
768,Togo,2021,Teachers at lower secondary level,"21,794"
768,Togo,2021,Teachers with minimum required qualifications at lower secondary level,37.9
768,Togo,2021,Teachers at upper secondary level,"11,117"
768,Togo,2021,Teachers with minimum required qualifications at upper secondary level,27.7
768,Togo,2022,Teachers at primary level,"41,132"
768,Togo,2022,Teachers with minimum required qualifications at primary level,78.5
772,Tokelau,2003,Teachers at primary level,39
772,Tokelau,2020,Teachers at primary level,21
772,Tokelau,2020,Teachers with minimum required qualifications at primary level,57.1
772,Tokelau,2020,Teachers at lower secondary level,15
772,Tokelau,2020,Teachers with minimum required qualifications at lower secondary level,33.3
772,Tokelau,2020,Teachers at upper secondary level,13
772,Tokelau,2020,Teachers with minimum required qualifications at upper secondary level,46.2
772,Tokelau,2023,Teachers at primary level,21
772,Tokelau,2023,Teachers with minimum required qualifications at primary level,57.1
772,Tokelau,2023,Teachers at lower secondary level,15
772,Tokelau,2023,Teachers with minimum required qualifications at lower secondary level,33.3
772,Tokelau,2023,Teachers at upper secondary level,13
776,Tonga,2005,Teachers at primary level,839
776,Tonga,2010,Teachers at primary level,677
