Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
662,Saint Lucia,2022,Ratio of girls to boys in upper secondary education,1.07
670,Saint Vincent & Grenadines,2005,Ratio of girls to boys in primary education,0.92
670,Saint Vincent & Grenadines,2010,Ratio of girls to boys in primary education,0.95
670,Saint Vincent & Grenadines,2015,Ratio of girls to boys in primary education,0.99
670,Saint Vincent & Grenadines,2020,Ratio of girls to boys in primary education,1.01
670,Saint Vincent & Grenadines,2021,Ratio of girls to boys in primary education,1.00
670,Saint Vincent & Grenadines,2022,Ratio of girls to boys in primary education,1.01
670,Saint Vincent & Grenadines,2005,Ratio of girls to boys in lower secondary education,1.16
670,Saint Vincent & Grenadines,2010,Ratio of girls to boys in lower secondary education,0.95
670,Saint Vincent & Grenadines,2015,Ratio of girls to boys in lower secondary education,0.93
670,Saint Vincent & Grenadines,2020,Ratio of girls to boys in lower secondary education,0.94
670,Saint Vincent & Grenadines,2021,Ratio of girls to boys in lower secondary education,0.96
670,Saint Vincent & Grenadines,2022,Ratio of girls to boys in lower secondary education,0.92
670,Saint Vincent & Grenadines,2005,Ratio of girls to boys in upper secondary education,1.36
670,Saint Vincent & Grenadines,2010,Ratio of girls to boys in upper secondary education,1.21
670,Saint Vincent & Grenadines,2015,Ratio of girls to boys in upper secondary education,1.14
670,Saint Vincent & Grenadines,2020,Ratio of girls to boys in upper secondary education,1.11
670,Saint Vincent & Grenadines,2021,Ratio of girls to boys in upper secondary education,1.03
670,Saint Vincent & Grenadines,2022,Ratio of girls to boys in upper secondary education,1.17
882,Samoa,1995,Ratio of girls to boys in primary education,1.01
882,Samoa,2005,Ratio of girls to boys in primary education,0.98
882,Samoa,2010,Ratio of girls to boys in primary education,0.98
882,Samoa,2015,Ratio of girls to boys in primary education,0.99
882,Samoa,2020,Ratio of girls to boys in primary education,0.99
882,Samoa,2021,Ratio of girls to boys in primary education,1.01
882,Samoa,2022,Ratio of girls to boys in primary education,1.00
882,Samoa,1995,Ratio of girls to boys in lower secondary education,1.04
882,Samoa,2005,Ratio of girls to boys in lower secondary education,1.03
882,Samoa,2010,Ratio of girls to boys in lower secondary education,0.95
882,Samoa,2015,Ratio of girls to boys in lower secondary education,0.96
882,Samoa,2020,Ratio of girls to boys in lower secondary education,1.02
882,Samoa,2021,Ratio of girls to boys in lower secondary education,1.03
882,Samoa,2022,Ratio of girls to boys in lower secondary education,1.01
882,Samoa,1995,Ratio of girls to boys in upper secondary education,1.10
882,Samoa,2005,Ratio of girls to boys in upper secondary education,1.15
882,Samoa,2010,Ratio of girls to boys in upper secondary education,1.17
882,Samoa,2015,Ratio of girls to boys in upper secondary education,1.14
674,San Marino,2010,Ratio of girls to boys in primary education,1.11
674,San Marino,2015,Ratio of girls to boys in primary education,1.04
674,San Marino,2020,Ratio of girls to boys in primary education,0.98
674,San Marino,2021,Ratio of girls to boys in primary education,0.99
674,San Marino,2022,Ratio of girls to boys in primary education,1.03
674,San Marino,2010,Ratio of girls to boys in lower secondary education,0.96
674,San Marino,2015,Ratio of girls to boys in lower secondary education,1.00
674,San Marino,2020,Ratio of girls to boys in lower secondary education,1.00
674,San Marino,2021,Ratio of girls to boys in lower secondary education,1.08
674,San Marino,2022,Ratio of girls to boys in lower secondary education,0.99
674,San Marino,2010,Ratio of girls to boys in upper secondary education,1.07
674,San Marino,2015,Ratio of girls to boys in upper secondary education,0.98
674,San Marino,2020,Ratio of girls to boys in upper secondary education,0.81
674,San Marino,2021,Ratio of girls to boys in upper secondary education,0.74
674,San Marino,2022,Ratio of girls to boys in upper secondary education,0.81
678,Sao Tome and Principe,2005,Ratio of girls to boys in primary education,0.99
678,Sao Tome and Principe,2010,Ratio of girls to boys in primary education,0.98
678,Sao Tome and Principe,2015,Ratio of girls to boys in primary education,0.94
678,Sao Tome and Principe,2005,Ratio of girls to boys in lower secondary education,1.14
678,Sao Tome and Principe,2010,Ratio of girls to boys in lower secondary education,1.07
678,Sao Tome and Principe,2015,Ratio of girls to boys in lower secondary education,1.05
678,Sao Tome and Principe,2005,Ratio of girls to boys in upper secondary education,0.99
678,Sao Tome and Principe,2010,Ratio of girls to boys in upper secondary education,0.80
678,Sao Tome and Principe,2015,Ratio of girls to boys in upper secondary education,1.10
682,Saudi Arabia,2005,Ratio of girls to boys in primary education,0.97
682,Saudi Arabia,2015,Ratio of girls to boys in primary education,1.05
682,Saudi Arabia,2020,Ratio of girls to boys in primary education,1.02
682,Saudi Arabia,2021,Ratio of girls to boys in primary education,1.03
682,Saudi Arabia,2022,Ratio of girls to boys in primary education,0.98
682,Saudi Arabia,2005,Ratio of girls to boys in lower secondary education,0.87
682,Saudi Arabia,2015,Ratio of girls to boys in lower secondary education,1.03
682,Saudi Arabia,2020,Ratio of girls to boys in lower secondary education,0.99
682,Saudi Arabia,2021,Ratio of girls to boys in lower secondary education,1.00
682,Saudi Arabia,2022,Ratio of girls to boys in lower secondary education,0.99
682,Saudi Arabia,2005,Ratio of girls to boys in upper secondary education,0.89
682,Saudi Arabia,2015,Ratio of girls to boys in upper secondary education,0.97
682,Saudi Arabia,2020,Ratio of girls to boys in upper secondary education,0.98
682,Saudi Arabia,2021,Ratio of girls to boys in upper secondary education,0.96
682,Saudi Arabia,2022,Ratio of girls to boys in upper secondary education,1.00
686,Senegal,1995,Ratio of girls to boys in primary education,0.76
686,Senegal,2005,Ratio of girls to boys in primary education,0.97
686,Senegal,2010,Ratio of girls to boys in primary education,1.06
686,Senegal,2015,Ratio of girls to boys in primary education,1.11
686,Senegal,2020,Ratio of girls to boys in primary education,1.13
686,Senegal,2021,Ratio of girls to boys in primary education,1.14
686,Senegal,2022,Ratio of girls to boys in primary education,1.15
686,Senegal,2005,Ratio of girls to boys in lower secondary education,0.77
686,Senegal,2020,Ratio of girls to boys in lower secondary education,1.17
686,Senegal,2021,Ratio of girls to boys in lower secondary education,1.19
686,Senegal,2022,Ratio of girls to boys in lower secondary education,1.19
686,Senegal,2005,Ratio of girls to boys in upper secondary education,0.66
686,Senegal,2020,Ratio of girls to boys in upper secondary education,1.07
686,Senegal,2021,Ratio of girls to boys in upper secondary education,1.13
686,Senegal,2022,Ratio of girls to boys in upper secondary education,1.16
688,Serbia,2005,Ratio of girls to boys in primary education,1.00
688,Serbia,2010,Ratio of girls to boys in primary education,1.00
688,Serbia,2015,Ratio of girls to boys in primary education,1.00
688,Serbia,2020,Ratio of girls to boys in primary education,1.00
688,Serbia,2021,Ratio of girls to boys in primary education,1.00
688,Serbia,2022,Ratio of girls to boys in primary education,1.01
688,Serbia,2005,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2010,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2015,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2020,Ratio of girls to boys in lower secondary education,1.00
688,Serbia,2021,Ratio of girls to boys in lower secondary education,1.00
688,Serbia,2022,Ratio of girls to boys in lower secondary education,1.00
688,Serbia,2005,Ratio of girls to boys in upper secondary education,1.07
688,Serbia,2010,Ratio of girls to boys in upper secondary education,1.05
688,Serbia,2015,Ratio of girls to boys in upper secondary education,1.04
688,Serbia,2020,Ratio of girls to boys in upper secondary education,1.03
688,Serbia,2021,Ratio of girls to boys in upper secondary education,1.03
688,Serbia,2022,Ratio of girls to boys in upper secondary education,1.05
690,Seychelles,1995,Ratio of girls to boys in primary education,1.02
690,Seychelles,2005,Ratio of girls to boys in primary education,0.96
690,Seychelles,2010,Ratio of girls to boys in primary education,1.02
690,Seychelles,2015,Ratio of girls to boys in primary education,1.01
690,Seychelles,2020,Ratio of girls to boys in primary education,1.02
690,Seychelles,2021,Ratio of girls to boys in primary education,1.00
690,Seychelles,2022,Ratio of girls to boys in primary education,1.01
690,Seychelles,1995,Ratio of girls to boys in lower secondary education,1.02
690,Seychelles,2005,Ratio of girls to boys in lower secondary education,1.04
690,Seychelles,2010,Ratio of girls to boys in lower secondary education,0.96
690,Seychelles,2015,Ratio of girls to boys in lower secondary education,1.03
690,Seychelles,2020,Ratio of girls to boys in lower secondary education,1.02
690,Seychelles,2021,Ratio of girls to boys in lower secondary education,1.07
690,Seychelles,2022,Ratio of girls to boys in lower secondary education,1.05
690,Seychelles,1995,Ratio of girls to boys in upper secondary education,0.91
690,Seychelles,2005,Ratio of girls to boys in upper secondary education,1.16
690,Seychelles,2010,Ratio of girls to boys in upper secondary education,1.13
690,Seychelles,2015,Ratio of girls to boys in upper secondary education,1.15
690,Seychelles,2020,Ratio of girls to boys in upper secondary education,1.17
690,Seychelles,2021,Ratio of girls to boys in upper secondary education,1.10
690,Seychelles,2022,Ratio of girls to boys in upper secondary education,1.11
694,Sierra Leone,2015,Ratio of girls to boys in primary education,1.04
694,Sierra Leone,2020,Ratio of girls to boys in primary education,1.05
694,Sierra Leone,2021,Ratio of girls to boys in primary education,1.05
694,Sierra Leone,2015,Ratio of girls to boys in lower secondary education,0.96
694,Sierra Leone,2020,Ratio of girls to boys in lower secondary education,1.04
694,Sierra Leone,2021,Ratio of girls to boys in lower secondary education,1.05
694,Sierra Leone,2015,Ratio of girls to boys in upper secondary education,0.80
694,Sierra Leone,2020,Ratio of girls to boys in upper secondary education,0.98
694,Sierra Leone,2021,Ratio of girls to boys in upper secondary education,1.01
702,Singapore,2010,Ratio of girls to boys in primary education,0.99
702,Singapore,2015,Ratio of girls to boys in primary education,0.99
702,Singapore,2020,Ratio of girls to boys in primary education,1.00
702,Singapore,2021,Ratio of girls to boys in primary education,1.00
702,Singapore,2010,Ratio of girls to boys in lower secondary education,0.98
702,Singapore,2015,Ratio of girls to boys in lower secondary education,0.99
702,Singapore,2020,Ratio of girls to boys in lower secondary education,1.00
702,Singapore,2021,Ratio of girls to boys in lower secondary education,1.00
702,Singapore,2010,Ratio of girls to boys in upper secondary education,0.98
702,Singapore,2015,Ratio of girls to boys in upper secondary education,0.99
702,Singapore,2020,Ratio of girls to boys in upper secondary education,0.99
702,Singapore,2021,Ratio of girls to boys in upper secondary education,0.99
703,Slovakia,1995,Ratio of girls to boys in primary education,1.00
703,Slovakia,2005,Ratio of girls to boys in primary education,0.99
703,Slovakia,2010,Ratio of girls to boys in primary education,1.00
703,Slovakia,2015,Ratio of girls to boys in primary education,1.00
703,Slovakia,2020,Ratio of girls to boys in primary education,1.00
703,Slovakia,2021,Ratio of girls to boys in primary education,1.00
703,Slovakia,2022,Ratio of girls to boys in primary education,1.00
703,Slovakia,2005,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2010,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2015,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2020,Ratio of girls to boys in lower secondary education,1.00
703,Slovakia,2021,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2022,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2005,Ratio of girls to boys in upper secondary education,1.03
703,Slovakia,2010,Ratio of girls to boys in upper secondary education,1.03
703,Slovakia,2015,Ratio of girls to boys in upper secondary education,1.04
703,Slovakia,2020,Ratio of girls to boys in upper secondary education,1.05
703,Slovakia,2021,Ratio of girls to boys in upper secondary education,1.05
703,Slovakia,2022,Ratio of girls to boys in upper secondary education,1.04
705,Slovenia,1995,Ratio of girls to boys in primary education,0.98
705,Slovenia,2005,Ratio of girls to boys in primary education,0.99
705,Slovenia,2010,Ratio of girls to boys in primary education,1.00
705,Slovenia,2015,Ratio of girls to boys in primary education,1.00
705,Slovenia,2020,Ratio of girls to boys in primary education,1.00
705,Slovenia,2021,Ratio of girls to boys in primary education,1.00
705,Slovenia,2022,Ratio of girls to boys in primary education,0.99
705,Slovenia,2005,Ratio of girls to boys in lower secondary education,0.99
705,Slovenia,2010,Ratio of girls to boys in lower secondary education,1.00
705,Slovenia,2015,Ratio of girls to boys in lower secondary education,1.00
705,Slovenia,2020,Ratio of girls to boys in lower secondary education,1.00
705,Slovenia,2021,Ratio of girls to boys in lower secondary education,1.00
705,Slovenia,2022,Ratio of girls to boys in lower secondary education,1.01
705,Slovenia,2005,Ratio of girls to boys in upper secondary education,1.00
705,Slovenia,2010,Ratio of girls to boys in upper secondary education,0.99
705,Slovenia,2015,Ratio of girls to boys in upper secondary education,1.01
705,Slovenia,2020,Ratio of girls to boys in upper secondary education,1.03
705,Slovenia,2021,Ratio of girls to boys in upper secondary education,1.01
705,Slovenia,2022,Ratio of girls to boys in upper secondary education,1.02
90,Solomon Islands,2005,Ratio of girls to boys in primary education,0.96
90,Solomon Islands,2010,Ratio of girls to boys in primary education,1.00
90,Solomon Islands,2015,Ratio of girls to boys in primary education,1.02
90,Solomon Islands,2005,Ratio of girls to boys in lower secondary education,0.87
90,Solomon Islands,2010,Ratio of girls to boys in lower secondary education,0.97
90,Solomon Islands,2015,Ratio of girls to boys in lower secondary education,1.05
90,Solomon Islands,2005,Ratio of girls to boys in upper secondary education,0.69
90,Solomon Islands,2010,Ratio of girls to boys in upper secondary education,0.71
710,South Africa,1995,Ratio of girls to boys in primary education,0.99
710,South Africa,2005,Ratio of girls to boys in primary education,0.97
710,South Africa,2010,Ratio of girls to boys in primary education,0.98
710,South Africa,2015,Ratio of girls to boys in primary education,0.95
710,South Africa,2020,Ratio of girls to boys in primary education,0.97
710,South Africa,2021,Ratio of girls to boys in primary education,0.98
710,South Africa,2005,Ratio of girls to boys in lower secondary education,1.04
710,South Africa,2010,Ratio of girls to boys in lower secondary education,1.02
710,South Africa,2015,Ratio of girls to boys in lower secondary education,1.03
710,South Africa,2020,Ratio of girls to boys in lower secondary education,1.02
710,South Africa,2021,Ratio of girls to boys in lower secondary education,1.01
710,South Africa,2005,Ratio of girls to boys in upper secondary education,1.09
710,South Africa,2010,Ratio of girls to boys in upper secondary education,1.10
710,South Africa,2015,Ratio of girls to boys in upper secondary education,0.99
710,South Africa,2020,Ratio of girls to boys in upper secondary education,1.15
710,South Africa,2021,Ratio of girls to boys in upper secondary education,1.15
728,South Sudan,2015,Ratio of girls to boys in primary education,0.71
728,South Sudan,2015,Ratio of girls to boys in lower secondary education,0.59
728,South Sudan,2015,Ratio of girls to boys in upper secondary education,0.45
724,Spain,1995,Ratio of girls to boys in primary education,0.98
724,Spain,2005,Ratio of girls to boys in primary education,0.99
724,Spain,2010,Ratio of girls to boys in primary education,0.99
724,Spain,2015,Ratio of girls to boys in primary education,1.01
724,Spain,2020,Ratio of girls to boys in primary education,1.01
724,Spain,2021,Ratio of girls to boys in primary education,1.00
724,Spain,1995,Ratio of girls to boys in lower secondary education,0.96
724,Spain,2005,Ratio of girls to boys in lower secondary education,1.00
724,Spain,2010,Ratio of girls to boys in lower secondary education,0.99
724,Spain,2015,Ratio of girls to boys in lower secondary education,0.97
724,Spain,2020,Ratio of girls to boys in lower secondary education,0.99
724,Spain,2021,Ratio of girls to boys in lower secondary education,1.00
724,Spain,1995,Ratio of girls to boys in upper secondary education,1.14
724,Spain,2005,Ratio of girls to boys in upper secondary education,1.15
724,Spain,2010,Ratio of girls to boys in upper secondary education,1.08
724,Spain,2015,Ratio of girls to boys in upper secondary education,1.04
724,Spain,2020,Ratio of girls to boys in upper secondary education,1.07
724,Spain,2021,Ratio of girls to boys in upper secondary education,1.07
144,Sri Lanka,1995,Ratio of girls to boys in primary education,0.97
144,Sri Lanka,2005,Ratio of girls to boys in primary education,0.99
144,Sri Lanka,2010,Ratio of girls to boys in primary education,0.99
144,Sri Lanka,2015,Ratio of girls to boys in primary education,0.99
144,Sri Lanka,2020,Ratio of girls to boys in primary education,1.01
144,Sri Lanka,2021,Ratio of girls to boys in primary education,1.02
144,Sri Lanka,1995,Ratio of girls to boys in lower secondary education,1.05
144,Sri Lanka,2005,Ratio of girls to boys in lower secondary education,1.00
144,Sri Lanka,2010,Ratio of girls to boys in lower secondary education,0.96
144,Sri Lanka,2015,Ratio of girls to boys in lower secondary education,1.01
144,Sri Lanka,2020,Ratio of girls to boys in lower secondary education,1.02
144,Sri Lanka,2021,Ratio of girls to boys in lower secondary education,1.01
144,Sri Lanka,1995,Ratio of girls to boys in upper secondary education,1.26
144,Sri Lanka,2010,Ratio of girls to boys in upper secondary education,1.05
144,Sri Lanka,2015,Ratio of girls to boys in upper secondary education,1.10
144,Sri Lanka,2021,Ratio of girls to boys in upper secondary education,1.09
275,State of Palestine,1995,Ratio of girls to boys in primary education,0.99
275,State of Palestine,2005,Ratio of girls to boys in primary education,0.98
275,State of Palestine,2010,Ratio of girls to boys in primary education,0.97
275,State of Palestine,2015,Ratio of girls to boys in primary education,0.97
275,State of Palestine,2020,Ratio of girls to boys in primary education,0.98
275,State of Palestine,2021,Ratio of girls to boys in primary education,0.99
275,State of Palestine,2022,Ratio of girls to boys in primary education,0.99
275,State of Palestine,1995,Ratio of girls to boys in lower secondary education,0.99
275,State of Palestine,2005,Ratio of girls to boys in lower secondary education,1.01
275,State of Palestine,2010,Ratio of girls to boys in lower secondary education,1.02
275,State of Palestine,2015,Ratio of girls to boys in lower secondary education,1.02
275,State of Palestine,2020,Ratio of girls to boys in lower secondary education,1.01
275,State of Palestine,2021,Ratio of girls to boys in lower secondary education,1.00
275,State of Palestine,2022,Ratio of girls to boys in lower secondary education,1.01
275,State of Palestine,1995,Ratio of girls to boys in upper secondary education,0.87
275,State of Palestine,2005,Ratio of girls to boys in upper secondary education,1.09
275,State of Palestine,2010,Ratio of girls to boys in upper secondary education,1.16
275,State of Palestine,2015,Ratio of girls to boys in upper secondary education,1.21
275,State of Palestine,2020,Ratio of girls to boys in upper secondary education,1.19
275,State of Palestine,2021,Ratio of girls to boys in upper secondary education,1.18
275,State of Palestine,2022,Ratio of girls to boys in upper secondary education,1.19
729,Sudan,2005,Ratio of girls to boys in primary education,0.87
729,Sudan,2010,Ratio of girls to boys in primary education,0.90
729,Sudan,2015,Ratio of girls to boys in primary education,0.91
729,Sudan,2005,Ratio of girls to boys in lower secondary education,0.88
729,Sudan,2010,Ratio of girls to boys in lower secondary education,0.82
729,Sudan,2015,Ratio of girls to boys in lower secondary education,0.92
729,Sudan,2005,Ratio of girls to boys in upper secondary education,1.00
729,Sudan,2010,Ratio of girls to boys in upper secondary education,0.92
729,Sudan,2015,Ratio of girls to boys in upper secondary education,1.05
740,Suriname,2005,Ratio of girls to boys in primary education,0.94
740,Suriname,2010,Ratio of girls to boys in primary education,0.95
740,Suriname,2015,Ratio of girls to boys in primary education,0.97
740,Suriname,2020,Ratio of girls to boys in primary education,0.96
740,Suriname,2021,Ratio of girls to boys in primary education,0.95
740,Suriname,2005,Ratio of girls to boys in lower secondary education,1.16
740,Suriname,2010,Ratio of girls to boys in lower secondary education,1.06
740,Suriname,2015,Ratio of girls to boys in lower secondary education,1.11
740,Suriname,2020,Ratio of girls to boys in lower secondary education,1.07
740,Suriname,2021,Ratio of girls to boys in lower secondary education,1.09
740,Suriname,2005,Ratio of girls to boys in upper secondary education,1.42
740,Suriname,2010,Ratio of girls to boys in upper secondary education,1.44
740,Suriname,2015,Ratio of girls to boys in upper secondary education,1.41
740,Suriname,2021,Ratio of girls to boys in upper secondary education,1.27
752,Sweden,1995,Ratio of girls to boys in primary education,1.02
752,Sweden,2005,Ratio of girls to boys in primary education,1.00
752,Sweden,2010,Ratio of girls to boys in primary education,1.00
752,Sweden,2015,Ratio of girls to boys in primary education,1.04
752,Sweden,2020,Ratio of girls to boys in primary education,1.05
752,Sweden,2021,Ratio of girls to boys in primary education,1.06
752,Sweden,2022,Ratio of girls to boys in primary education,1.06
752,Sweden,1995,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2005,Ratio of girls to boys in lower secondary education,1.00
752,Sweden,2010,Ratio of girls to boys in lower secondary education,0.99
752,Sweden,2015,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2020,Ratio of girls to boys in lower secondary education,1.04
752,Sweden,2021,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,2022,Ratio of girls to boys in lower secondary education,1.05
752,Sweden,1995,Ratio of girls to boys in upper secondary education,1.18
752,Sweden,2005,Ratio of girls to boys in upper secondary education,1.00
752,Sweden,2010,Ratio of girls to boys in upper secondary education,0.99
752,Sweden,2015,Ratio of girls to boys in upper secondary education,1.17
752,Sweden,2020,Ratio of girls to boys in upper secondary education,1.13
752,Sweden,2021,Ratio of girls to boys in upper secondary education,1.15
752,Sweden,2022,Ratio of girls to boys in upper secondary education,1.17
756,Switzerland,1995,Ratio of girls to boys in primary education,0.99
756,Switzerland,2005,Ratio of girls to boys in primary education,1.00
756,Switzerland,2010,Ratio of girls to boys in primary education,1.00
756,Switzerland,2015,Ratio of girls to boys in primary education,1.00
756,Switzerland,2020,Ratio of girls to boys in primary education,1.00
756,Switzerland,2021,Ratio of girls to boys in primary education,1.00
756,Switzerland,2022,Ratio of girls to boys in primary education,1.00
756,Switzerland,1995,Ratio of girls to boys in lower secondary education,1.02
756,Switzerland,2005,Ratio of girls to boys in lower secondary education,1.02
756,Switzerland,2010,Ratio of girls to boys in lower secondary education,1.03
756,Switzerland,2015,Ratio of girls to boys in lower secondary education,1.00
756,Switzerland,2020,Ratio of girls to boys in lower secondary education,1.01
756,Switzerland,2021,Ratio of girls to boys in lower secondary education,1.00
756,Switzerland,2022,Ratio of girls to boys in lower secondary education,1.00
756,Switzerland,1995,Ratio of girls to boys in upper secondary education,0.87
756,Switzerland,2005,Ratio of girls to boys in upper secondary education,0.87
756,Switzerland,2010,Ratio of girls to boys in upper secondary education,0.93
756,Switzerland,2015,Ratio of girls to boys in upper secondary education,0.95
756,Switzerland,2020,Ratio of girls to boys in upper secondary education,0.93
756,Switzerland,2021,Ratio of girls to boys in upper secondary education,0.94
756,Switzerland,2022,Ratio of girls to boys in upper secondary education,0.94
760,Syrian Arab Republic,1995,Ratio of girls to boys in primary education,0.92
760,Syrian Arab Republic,2005,Ratio of girls to boys in primary education,0.96
760,Syrian Arab Republic,2010,Ratio of girls to boys in primary education,0.96
760,Syrian Arab Republic,2020,Ratio of girls to boys in primary education,1.00
760,Syrian Arab Republic,2021,Ratio of girls to boys in primary education,1.00
760,Syrian Arab Republic,2022,Ratio of girls to boys in primary education,1.00
760,Syrian Arab Republic,2005,Ratio of girls to boys in lower secondary education,0.93
760,Syrian Arab Republic,2010,Ratio of girls to boys in lower secondary education,0.97
760,Syrian Arab Republic,2020,Ratio of girls to boys in lower secondary education,1.07
760,Syrian Arab Republic,2021,Ratio of girls to boys in lower secondary education,1.07
760,Syrian Arab Republic,2022,Ratio of girls to boys in lower secondary education,1.09
760,Syrian Arab Republic,2005,Ratio of girls to boys in upper secondary education,0.97
760,Syrian Arab Republic,2010,Ratio of girls to boys in upper secondary education,1.06
760,Syrian Arab Republic,2020,Ratio of girls to boys in upper secondary education,1.13
760,Syrian Arab Republic,2021,Ratio of girls to boys in upper secondary education,1.13
760,Syrian Arab Republic,2022,Ratio of girls to boys in upper secondary education,1.16
762,Tajikistan,1995,Ratio of girls to boys in primary education,0.92
762,Tajikistan,2005,Ratio of girls to boys in primary education,0.92
762,Tajikistan,2010,Ratio of girls to boys in primary education,0.96
762,Tajikistan,2015,Ratio of girls to boys in primary education,0.98
762,Tajikistan,2005,Ratio of girls to boys in lower secondary education,0.86
762,Tajikistan,2010,Ratio of girls to boys in lower secondary education,0.89
762,Tajikistan,2015,Ratio of girls to boys in lower secondary education,0.96
762,Tajikistan,2005,Ratio of girls to boys in upper secondary education,0.59
762,Tajikistan,2010,Ratio of girls to boys in upper secondary education,0.65
764,Thailand,2005,Ratio of girls to boys in primary education,0.98
764,Thailand,2010,Ratio of girls to boys in primary education,0.99
764,Thailand,2015,Ratio of girls to boys in primary education,0.94
764,Thailand,2020,Ratio of girls to boys in primary education,0.99
764,Thailand,2021,Ratio of girls to boys in primary education,0.99
764,Thailand,2022,Ratio of girls to boys in primary education,0.99
764,Thailand,2005,Ratio of girls to boys in lower secondary education,1.03
764,Thailand,2010,Ratio of girls to boys in lower secondary education,1.01
764,Thailand,2015,Ratio of girls to boys in lower secondary education,0.92
764,Thailand,2020,Ratio of girls to boys in lower secondary education,0.93
764,Thailand,2021,Ratio of girls to boys in lower secondary education,0.97
764,Thailand,2022,Ratio of girls to boys in lower secondary education,1.10
764,Thailand,2005,Ratio of girls to boys in upper secondary education,1.12
764,Thailand,2010,Ratio of girls to boys in upper secondary education,1.17
764,Thailand,2015,Ratio of girls to boys in upper secondary education,1.00
764,Thailand,2020,Ratio of girls to boys in upper secondary education,1.08
764,Thailand,2021,Ratio of girls to boys in upper secondary education,1.09
764,Thailand,2022,Ratio of girls to boys in upper secondary education,1.01
626,Timor-Leste,2005,Ratio of girls to boys in primary education,0.95
626,Timor-Leste,2010,Ratio of girls to boys in primary education,1.00
626,Timor-Leste,2015,Ratio of girls to boys in primary education,1.02
626,Timor-Leste,2020,Ratio of girls to boys in primary education,1.01
626,Timor-Leste,2010,Ratio of girls to boys in lower secondary education,1.05
626,Timor-Leste,2015,Ratio of girls to boys in lower secondary education,1.08
626,Timor-Leste,2020,Ratio of girls to boys in lower secondary education,1.11
626,Timor-Leste,2010,Ratio of girls to boys in upper secondary education,0.97
626,Timor-Leste,2015,Ratio of girls to boys in upper secondary education,1.07
626,Timor-Leste,2020,Ratio of girls to boys in upper secondary education,1.16
768,Togo,1995,Ratio of girls to boys in primary education,0.69
768,Togo,2005,Ratio of girls to boys in primary education,0.86
768,Togo,2010,Ratio of girls to boys in primary education,0.91
768,Togo,2015,Ratio of girls to boys in primary education,0.96
768,Togo,2020,Ratio of girls to boys in primary education,0.98
768,Togo,2021,Ratio of girls to boys in primary education,0.98
768,Togo,2022,Ratio of girls to boys in primary education,0.98
768,Togo,1995,Ratio of girls to boys in lower secondary education,0.40
768,Togo,2005,Ratio of girls to boys in lower secondary education,0.58
768,Togo,2021,Ratio of girls to boys in lower secondary education,0.85
768,Togo,1995,Ratio of girls to boys in upper secondary education,0.21
768,Togo,2005,Ratio of girls to boys in upper secondary education,0.41
768,Togo,2020,Ratio of girls to boys in upper secondary education,0.71
768,Togo,2021,Ratio of girls to boys in upper secondary education,0.75
772,Tokelau,2020,Ratio of girls to boys in primary education,0.92
772,Tokelau,2021,Ratio of girls to boys in primary education,0.92
772,Tokelau,2020,Ratio of girls to boys in lower secondary education,1.12
772,Tokelau,2021,Ratio of girls to boys in lower secondary education,0.95
772,Tokelau,2020,Ratio of girls to boys in upper secondary education,1.42
772,Tokelau,2021,Ratio of girls to boys in upper secondary education,1.53
776,Tonga,1995,Ratio of girls to boys in primary education,0.97
776,Tonga,2005,Ratio of girls to boys in primary education,0.98
776,Tonga,2010,Ratio of girls to boys in primary education,0.96
776,Tonga,2015,Ratio of girls to boys in primary education,0.96
776,Tonga,2020,Ratio of girls to boys in primary education,0.94
776,Tonga,2021,Ratio of girls to boys in primary education,0.97
776,Tonga,2022,Ratio of girls to boys in primary education,1.00
776,Tonga,2015,Ratio of girls to boys in lower secondary education,1.00
776,Tonga,2020,Ratio of girls to boys in lower secondary education,1.10
776,Tonga,2021,Ratio of girls to boys in lower secondary education,0.98
776,Tonga,2022,Ratio of girls to boys in lower secondary education,0.97
776,Tonga,2015,Ratio of girls to boys in upper secondary education,1.14
776,Tonga,2020,Ratio of girls to boys in upper secondary education,1.15
776,Tonga,2021,Ratio of girls to boys in upper secondary education,1.40
776,Tonga,2022,Ratio of girls to boys in upper secondary education,1.28
780,Trinidad and Tobago,1995,Ratio of girls to boys in primary education,1.00
780,Trinidad and Tobago,2005,Ratio of girls to boys in primary education,0.98
780,Trinidad and Tobago,2010,Ratio of girls to boys in primary education,0.97
780,Trinidad and Tobago,2005,Ratio of girls to boys in lower secondary education,1.03
780,Trinidad and Tobago,2020,Ratio of girls to boys in upper secondary education,1.11
780,Trinidad and Tobago,2021,Ratio of girls to boys in upper secondary education,1.11
